JURS_TRACKING_ID,STREET_ADDRESS,APN,UNIT_CAT,co_units_d5,bp_units_d5
B2025-02328,2611 MATHEWS St,054 178801500,SFD,0.0,0.0
B2025-00695,1227 PARKER St,054 178900500,SFD,0.0,0.0
B2025-00037,1345 PARKER St,054 179000200,SFD,0.0,0.0
B2025-04107,2634 ACTON St,054 179200300,SFD,0.0,0.0
B2024-05962,1309 DERBY St,054 179201700,SFD,0.0,0.0
B2025-04909,1318 CARLETON St,054 179202700,SFD,0.0,0.0
B2025-05366,1441 CARLETON St,054 179400600,SFD,0.0,0.0
B2025-01547,1425 CARLETON St,054 179400800,SFD,0.0,0.0
B2024-04585,1436 PARKER St,054 179402600,SFD,0.0,0.0
B2025-01869,1518 DWIGHT Way,054 179701702,SFD,0.0,0.0
B2023-05250,1514 BLAKE St,054 180002200,ADU,1.0,0.0
B2024-03126,1532 CARLETON St,054 180202500,SFD,0.0,0.0
B2025-01646,1609 DERBY St,054 180301300,SFD,0.0,0.0
B2025-05606,1601 DERBY St,054 180301700,SFD,0.0,0.0
B2025-05523,2627 CALIFORNIA St,054 180302001,SFD,0.0,-12.0
B2025-00182,1612 CARLETON St,054 180302202,SFD,0.0,0.0
B2025-03164,1620 CARLETON St,054 180302600,SFD,0.0,0.0
B2025-00870,2524 MCGEE Ave,054 180500100,SFD,0.0,0.0
B2025-04086,1611 BLAKE St,054 180601400,SFD,0.0,0.0
B2024-05415,1735 PARKER St,054 180801000,SFD,0.0,0.0
B2024-04058,1734 BLAKE St,054 180803200,SFD,0.0,0.0
B2024-04762,1719 CARLETON St,054 180901100,SFD,0.0,0.0
B2025-00406,2605 MCGEE Ave,054 180902000,SFD,0.0,0.0
B2025-02815,1720 CARLETON St,054 181002500,SFD,0.0,0.0
B2024-03551,1830 CARLETON St,054 181100102,SFD,0.0,0.0
B2025-05563,1814 CARLETON St,054 181101700,SFD,0.0,0.0
B2025-01372,1846 PARKER St,054 181202600,SFD,0.0,0.0
B2025-05592,2172 BLAKE St,055 182402300,SFD,0.0,0.0
B2025-05569,2121 CARLETON St,055 182501200,SFD,0.0,0.0
B2023-05947,2201 DERBY St,055 182701400,SFD,0.0,0.0
B2024-05339,2246 CARLETON St,055 182702900,SFD,0.0,0.0
B2025-00700,2217 PARKER St,055 182901000,SFD,0.0,0.0
B2025-02539,2526 ELLSWORTH St,055 183000400,SFD,0.0,0.0
B2024-05347,2318 PARKER St,055 183303100,SFD,0.0,0.0
B2025-05555,2328 CARLETON St,055 183403200,SFD,0.0,0.0
B2024-04602,2587 TELEGRAPH Ave,055 183901901,SFD,0.0,0.0
B2024-03669,2508 PARKER St,055 184100200,SFD,0.0,0.0
B2025-03291,2605 REGENT St,055 184103100,SFD,0.0,0.0
B2025-03701,2519 PARKER St,055 184201700,SFD,0.0,0.0
B2025-02680,2615 PARKER St,055 184301400,SFD,0.0,0.0
B2025-02824,2611 PARKER St,055 184301500,SFD,0.0,0.0
B2025-04284,2644 PARKER St,055 184500400,SFD,0.0,0.0
B2025-05899,2673 DERBY St,055 184501700,SFD,0.0,0.0
B2025-01374,2619 BENVENUE Ave,055 184502600,ADU,0.0,0.0
B2025-04067,2532 ETNA St,055 184701200,SFD,0.0,0.0
B2025-02413,2641 COLLEGE Ave,055 184801800,SFD,0.0,0.0
B2025-05609,2739 DERBY St,055 184901700,SFD,0.0,0.0
B2024-05993,2534 WARRING St,055 185101000,SFD,0.0,0.0
B2024-05038,2813 PARKER St,055 185101200,SFD,0.0,0.0
B2024-05444,60 PANORAMIC Way,055 185301500,SFD,0.0,0.0
B2025-03601,122 PANORAMIC Way,055 185302400,SFD,0.0,0.0
B2025-00767,2399 PROSPECT St,055 185305400,SFD,0.0,0.0
B2025-00019,2373 PROSPECT St,055 185305500,SFD,0.0,0.0
B2025-00608,2400 HILLSIDE Ave,055 185600100,SFD,0.0,0.0
B2025-05387,10 ARDEN Rd,055 186000500,SFD,0.0,0.0
B2023-03372,59 ARDEN Rd,055 186203700,SFD,0.0,0.0
B2024-05284,2307 PIEDMONT Ave,055 186400100,SFD,0.0,0.0
B2025-01807,2425 PIEDMONT Ave,055 186601100,SFD,0.0,0.0
B2024-05374,2431 COLLEGE Ave,055 186701400,SFD,0.0,-10.0
B2024-05559,2423 HASTE St,055 188001100,SFD,0.0,0.0
B2024-05798,2398 BANCROFT Way,055 188500103,SFD,0.0,0.0
B2025-03007,2401 FULTON St,055 188802400,SFD,0.0,0.0
B2025-03010,2426 ELLSWORTH St,055 188900100,SFD,0.0,0.0
B2024-05305,2137 DWIGHT Way,055 189001001,SFD,0.0,0.0
B2020-01168,2025 DURANT Ave,055 189401401,2-4,2.0,0.0
B2025-03731,2012 CHANNING Way,055 189602100,5+,11.0,11.0
B2025-01577,2408 MCKINLEY Ave,055 190300500,SFD,0.0,0.0
B2025-04789,2426 MCKINLEY Ave,055 190301000,SFD,0.0,0.0
B2023-02563,2337 GRANT St,055 190402000,SFD,0.0,0.0
B2025-05449,2334 GRANT St,055 190501500,SFD,0.0,0.0
B2024-02791,2331 ROOSEVELT Ave,055 190502700,SFD,0.0,0.0
B2025-02406,1701 DWIGHT Way,055 190702000,SFD,0.0,0.0
B2024-05569,2323 MCGEE Ave,055 190802900,ADU,0.0,0.0
B2017-04908,1642 BANCROFT Way,055 190900500,SFD,0.0,0.0
B2025-04790,2390 MCGEE Ave,055 190901700,SFD,0.0,0.0
B2025-03589,2422 MCGEE Ave,055 191001000,SFD,0.0,0.0
B2023-06371,2424 JEFFERSON Ave,055 191101100,SFD,0.0,0.0
B2025-00956,2438 JEFFERSON Ave,055 191101500,SFD,0.0,0.0
B2024-04694,2310 JEFFERSON Ave,055 191201100,SFD,0.0,0.0
B2025-01899,2330 JEFFERSON Ave,055 191201600,SFD,0.0,0.0
B2020-02495,2332 CALIFORNIA St,055 191301500,ADU,0.0,0.0
B2025-01463,2431 SACRAMENTO St,055 191402200,SFD,0.0,0.0
B2025-00281,2348 SPAULDING Ave,055 191404702,SFD,0.0,0.0
B2025-00777,2347 SACRAMENTO St,055 191405200,SFD,0.0,0.0
B2024-04571,2314 EDWARDS St,056 191601000,SFD,0.0,0.0
B2025-02584,2309 ACTON St,056 191603700,SFD,0.0,0.0
B2025-02492,2300 ACTON St,056 191700202,SFD,0.0,0.0
B2025-05468,2335 VALLEY St,056 191702200,SFD,0.0,0.0
B2025-00170,2435 VALLEY St,056 191801900,SFD,0.0,0.0
B2025-01486,1400 CHANNING Way,056 191900100,SFD,0.0,0.0
B2025-01192,1439 DWIGHT Way,056 191901800,SFD,0.0,0.0
B2024-03670,2423 BONAR St,056 192002900,SFD,0.0,0.0
B2025-02485,2312 BROWNING St,056 192500700,SFD,0.0,0.0
B2024-06035,2336 CURTIS St,056 192700300,SFD,-4.0,0.0
B2025-01780,1119 CHANNING Way,056 192701000,SFD,0.0,0.0
B2025-01300,1113 CHANNING Way,056 192701200,SFD,0.0,0.0
B2025-02483,1120 CHAUCER St,056 192702300,SFD,0.0,0.0
B2024-00516,1124 CHAUCER St,056 192702400,SFD,0.0,0.0
B2021-02423,0 SAN PABLO Ave,056 192801900,5+,40.0,0.0
B2025-05426,2453 BYRON St,056 192902000,SFD,0.0,0.0
B2025-03772,2400 BONAR St,056 193100500,SFD,0.0,0.0
B2025-01501,2321 TENTH St,056 193302700,SFD,0.0,0.0
B2025-02911,2308 TENTH St,056 193400700,SFD,0.0,0.0
B2025-03311,2332 TENTH St,056 193401500,SFD,0.0,0.0
B2020-04102,2425 NINTH St,056 193502700,SFD,1.0,0.0
B2025-03786,922 BANCROFT Way,056 193800600,SFD,0.0,0.0
B2025-04797,913 CHANNING Way,056 193801902,SFD,0.0,0.0
B2025-04611,2434 EIGHTH St,056 193901600,SFD,0.0,0.0
B2025-05788,2412 SEVENTH St,056 194000901,SFD,0.0,0.0
B2025-00265,2423 FOURTH St,056 194402300,SFD,0.0,0.0
B2025-03153,840 ADDISON St,056 196500500,SFD,0.0,0.0
B2025-03140,2113 SIXTH St,056 196502300,SFD,0.0,0.0
B2024-05846,2239 SEVENTH St,056 196902400,SFD,0.0,0.0
B2025-02637,2234 NINTH St,056 197000801,SFD,0.0,0.0
B2025-00681,1019 ADDISON St,056 197301100,SFD,0.0,0.0
B2025-00303,2223 NINTH St,056 197502600,SFD,0.0,0.0
B2025-04168,1131 ADDISON St,056 197900800,SFD,0.0,0.0
B2025-01297,2069 BONAR St,056 198101300,SFD,0.0,0.0
B2024-04856,2113 BYRON St,056 198502800,SFD,0.0,0.0
B2025-00029,2224 BROWNING St,056 198701300,SFD,0.0,0.0
B2025-02578,2228 BONAR St,056 198801400,SFD,0.0,0.0
B2025-01536,2290 BONAR St,056 198801600,SFD,0.0,0.0
B2025-02906,2239 BROWNING St,056 198802400,SFD,0.0,0.0
B2025-01016,1242 ADDISON St,056 198900500,SFD,0.0,0.0
B2025-04792,2124 BONAR St,056 198900901,SFD,0.0,0.0
B2025-02208,2223 BONAR St,056 199100108,SFD,0.0,0.0
B2025-02335,1328 ADDISON St,056 199400800,SFD,0.0,0.0
B2025-01650,1309 ALLSTON Way,056 199404901,SFD,0.0,0.0
B2025-01513,2113 WEST St,056 199406400,ADU,-1.0,-1.0
B2025-00177,1431 ADDISON St,056 199600800,SFD,0.0,0.0
B2025-01768,1410 ADDISON St,056 199700400,SFD,0.0,0.0
B2025-02710,2128 SACRAMENTO St,056 199702400,SFD,0.0,0.0
B2024-00874,1419 BANCROFT Way,056 199803100,SFD,0.0,0.0
B2025-03008,1416 ACROFT Ct,056 199803800,SFD,0.0,0.0
B2023-05309,1411 ACROFT Ct,056 199804300,SFD,0.0,0.0
B2025-00916,2221 SACRAMENTO St,056 199902100,SFD,0.0,0.0
B2025-00646,2107 SACRAMENTO St,056 200003400,SFD,0.0,0.0
B2025-03655,2204 CALIFORNIA St,056 200100600,SFD,0.0,0.0
B2024-05758,2226 CALIFORNIA St,056 200101100,SFD,0.0,0.0
B2025-04169,2234 CALIFORNIA St,056 200101500,SFD,0.0,0.0
B2025-00521,2211 SPAULDING Ave,056 200103100,SFD,0.0,0.0
B2025-05947,1534 ADDISON St,056 200200400,SFD,0.0,0.0
B2025-04250,1519 ADDISON St,056 200301200,SFD,0.0,0.0
B2025-03465,1609 BANCROFT Way,056 200702301,SFD,0.0,0.0
B2025-02571,1601 BANCROFT Way,056 200702501,SFD,0.0,0.0
B2025-00248,2229 CALIFORNIA St,056 200702900,SFD,0.0,0.0
B2024-03341,2212 MCGEE Ave,056 200800900,ADU,0.0,0.0
B2025-00532,2234 MCGEE Ave,056 200801700,SFD,0.0,0.0
B2025-02405,1631 BANCROFT Way,056 200802300,SFD,0.0,0.0
B2024-04158,2241 JEFFERSON Ave,056 200802400,SFD,0.0,0.0
B2024-04615,2238 ROOSEVELT Ave,056 200901600,SFD,0.0,0.0
B2024-04252,1708 ADDISON St,056 201000200,ADU,0.0,0.0
B2025-02752,2016 GRANT St,056 201100400,SFD,-2.0,-2.0
B2025-00533,1740 ALLSTON Way,057 201300300,SFD,0.0,0.0
B2024-04949,2236 GRANT St,057 201301500,ADU,1.0,0.0
B2024-04685,2231 ROOSEVELT Ave,057 201302500,ADU,0.0,1.0
B2025-00139,2118 MCKINLEY Ave,057 201501000,SFD,0.0,0.0
B2024-05602,1904 UNIVERSITY Ave,057 202401400,SFD,0.0,0.0
B2024-05808,2013 HEARST Ave,057 205001402,SFD,0.0,0.0
B2024-05700,2005 HEARST Ave,057 205001602,SFD,0.0,0.0
B2025-03424,1936 DELAWARE St,057 205600200,SFD,-1.0,-1.0
B2025-01644,1803 BONITA Ave,057 205601700,SFD,0.0,0.0
B2024-05508,1810 BONITA Ave,057 205700600,SFD,0.0,0.0
B2025-03757,1710 BERKELEY Way,057 206101600,SFD,0.0,0.0
B2025-00819,1808 M L KING JR Way,057 206400300,SFD,0.0,-1.0
B2025-03438,1734 DELAWARE St,057 206502800,SFD,0.0,0.0
B2025-01317,1533 BERKELEY Way,057 206800800,SFD,0.0,0.0
B2025-04002,1512 HEARST Ave,057 206802200,SFD,0.0,0.0
B2025-00694,1524 HEARST Ave,057 206802500,SFD,0.0,0.0
B2024-06039,1516 HEARST Ave,057 206803700,SFD,0.0,0.0
B2024-01947,1635 BERKELEY Way,057 206900600,SFD,0.0,0.0
B2022-04366,1367 UNIVERSITY Ave,057 207300500,5+,39.0,0.0
B2024-05022,1301 BERKELEY Way,057 207401700,SFD,0.0,0.0
B2025-01950,1370 HEARST Ave,057 207403000,SFD,0.0,0.0
B2025-05794,1404 HEARST Ave,057 207502000,SFD,0.0,0.0
B2024-06025,1410 HEARST Ave,057 207502200,SFD,0.0,0.0
B2025-01923,1902 SACRAMENTO St,057 207503400,SFD,0.0,0.0
B2024-04739,1435 HEARST Ave,057 207601600,SFD,0.0,0.0
B2025-01777,1368 DELAWARE St,057 207800400,SFD,-1.0,-1.0
B2025-01140,1312 DELAWARE St,057 207900400,ADU,0.0,0.0
B2023-05582,1337 HEARST Ave,057 207901400,SFD,0.0,0.0
B2025-00589,1810 WEST St,057 208000800,SFD,0.0,0.0
B2025-02327,1266 HEARST Ave,057 208100200,SFD,0.0,0.0
B2024-01073,1295 BERKELEY Way,057 208101000,SFD,0.0,0.0
B2025-01000,1267 BERKELEY Way,057 208101500,SFD,0.0,0.0
B2024-04334,1905 CHESTNUT St,057 208102000,SFD,0.0,0.0
B2025-02356,1222 DELAWARE St,057 208200501,SFD,0.0,0.0
B2025-01753,1208 DELAWARE St,057 208204900,SFD,0.0,0.0
B2025-01204,1910 CHESTNUT St,057 208301000,SFD,0.0,0.0
B2025-02723,1164 HEARST Ave,057 208502400,SFD,0.0,0.0
B2025-02474,1129 HEARST Ave,057 208605200,SFD,0.0,0.0
B2025-04001,1145 HEARST Ave,057 208605700,SFD,0.0,0.0
B2025-02868,1037 HEARST Ave,057 208700900,SFD,0.0,0.0
B2025-02222,1970 SAN PABLO Ave,057 208800801,SFD,0.0,0.0
B2025-00890,1010 DELAWARE St,057 209000400,SFD,0.0,0.0
B2025-02343,950 HEARST Ave,057 209200400,SFD,0.0,0.0
B2024-04467,931 UNIVERSITY Ave,057 209201100,SFD,0.0,0.0
B2024-00263,1654 FIFTH St,057 211602300,SFD,0.0,0.0
B2025-00546,1797 SHATTUCK Ave,057-2049-040-00,ADU,0.0,0.0
B2025-01747,1632 SEVENTH St,058 212000700,SFD,0.0,0.0
B2024-05637,1633 SIXTH St,058 212001900,SFD,-1.0,-1.0
B2025-02114,1723 EIGHTH St,058 212302200,SFD,0.0,0.0
B2023-02118,1620 SAN PABLO Ave,058 212800301,SFD,0.0,0.0
B2025-00809,1631 TENTH St,058 212802200,SFD,0.0,0.0
B2025-03258,1740 CURTIS St,058 213002100,SFD,0.0,0.0
